Body Name,Date,Transaction Number,Amount,Supplier,Expense Area,Directorate Name,Cost Centre Name,Subjective,Supplier Size,Merchant Category Code,Merchant Category Label
City of Westminster Council,23/01/2014,SCC:PCA:8520,7.8,JCM LOCKSMITHS LTD,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8521,30,LUL TICKET MACHINE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,30,LUL TICKET MACHINE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,20,LUL TICKET MACHINE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,8.9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,30,LUL TICKET MACHINE,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,15,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,11.4,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,20,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8521,9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8522,299,MARKS & SPENCER,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8523,9.6,MARKS &SPENCER SSP LTD,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8524,5.59,MCDONALDS REST.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8525,11.4,NEW SOUTHERN RAILW,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8525,7.3,NEW SOUTHERN RAILW,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8525,8.9,NEW SOUTHERN RAILW,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8526,453.84,O2 UK PAYMENT,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8527,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,23/01/2014,SCC:PCA:8527,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,23/01/2014,SCC:PCA:8528,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,23/01/2014,SCC:PCA:8528,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,23/01/2014,SCC:PCA:8529,6.22,POST OFFICE COUNTER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8529,35.75,POST OFFICE COUNTER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8530,4.95,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,23/01/2014,SCC:PCA:8531,13.31,RYMAN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,23/01/2014,SCC:PCA:8531,66.5,RYMAN,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,23/01/2014,SCC:PCA:8531,9.15,RYMAN,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,23/01/2014,SCC:PCA:8532,3,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8532,5,SAINSBURYS SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8533,3.75,SEA HOTEL,Transformation,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000272,Hotels
City of Westminster Council,23/01/2014,SCC:PCA:8534,2.4,TESCO METRO,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8535,10,TFL CC/LEZ CHARGE,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,23/01/2014,SCC:PCA:8536,14.67,THCP MACHINES,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8537,26.49,THE BOOK DEPOSITORY,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000069,Bookshops
City of Westminster Council,23/01/2014,SCC:PCA:8538,12.93,THE BOOK PEOPLE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8539,0.7,TICKETOFFICESALE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8540,68.44,Trainline.com,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8540,50.18,Trainline.com,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,23/01/2014,SCC:PCA:8541,145.5,TV LICENSING,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8542,33.92,VODAFONE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8543,17.36,WAITROSE 783,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8543,25.51,WAITROSE 783,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000247,General Retailers
City of Westminster Council,23/01/2014,SCC:PCA:8544,1.99,WWW.BOUNTY.CO.UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,23/01/2014,SCC:PCA:8545,-31.97,ZARA LONDON VICTORIA,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8546,128.92,ALLPAY.NET VISA AND MA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Medium Company,V000000422,Other Financial Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8547,12.29,Amazon EU,Community Protection-Street Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8547,3,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8548,461.16,ARGOS LTD,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8549,8.94,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,24/01/2014,SCC:PCA:8549,150,ARGOS RETAIL GROUP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,24/01/2014,SCC:PCA:8549,188.94,ARGOS RETAIL GROUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,24/01/2014,SCC:PCA:8550,26.2,ASHRA'S,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,24/01/2014,SCC:PCA:8551,9.1,CAFFE NERO,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8552,990,CAMPDENBRIC,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8553,24.8,CHIC DRY CLEANER,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8554,31.48,COTE COVENT GARDEN,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8555,354.99,CURRYS ONLINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8556,37.4,EAST MIDLANDS TRAI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8557,5.6,FINE BURGER CO,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8558,137.64,FOOD SAFETY DIRECT,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8559,25.6,GREATER ANGLIA T/O,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8559,25.6,GREATER ANGLIA T/O,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8560,108.15,HYGIENA INTERNATIONAL,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8561,11.76,ISSUU PUBLISHING,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8562,300,LEGENDS,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8563,10,LONDON BOROUGH/GRE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8564,20,LONDON OVERGROUND-,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8565,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8565,17,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8565,10,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8565,5,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8565,9,LUL TICKET MACHINE,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8566,62.2,LUL TICKET OFFICE.,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8566,30,LUL TICKET OFFICE.,Children Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8566,7,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8566,20,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8566,15,LUL TICKET OFFICE.,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8567,4.69,MCDONALDS REST,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8568,4.15,MCDONALDS REST.,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8569,10,NEXT 0211VICTORIA PLAZ,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8570,40,OYSTER AUTOTOPUP,Procurement,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8570,40,OYSTER AUTOTOPUP,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8570,20,OYSTER AUTOTOPUP,Information Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8570,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8570,20,OYSTER AUTOTOPUP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8571,20,OYSTER BUS AUTOTOP,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8571,20,OYSTER BUS AUTOTOP,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8571,40,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8571,40,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8571,20,OYSTER BUS AUTOTOP,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8572,-50,OYSTER RENEW WEB,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000467,Other Travel & Tourism Service Providers
City of Westminster Council,24/01/2014,SCC:PCA:8573,6.45,PRET A MANGER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000564,"Restaurants, Public Houses & Cafes"
City of Westminster Council,24/01/2014,SCC:PCA:8574,408.15,Radisson Blu Stockholm,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8574,408.15,Radisson Blu Stockholm,Built Environment,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8575,1.7,RINGGO,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8576,15.96,RYMAN,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000625,Stationery & Office Products Suppliers
City of Westminster Council,24/01/2014,SCC:PCA:8577,5.44,SACAT MARKS & SPENCER,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8578,6.6,SELFSERVE TICKET,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8579,33.98,SNAPPY SNAPS,Communications & Strategy,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8580,17.03,TESCO SACAT,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8580,4.41,TESCO SACAT,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8581,3.73,TESCO STORE,Adult Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Large Company,V000000247,General Retailers
City of Westminster Council,24/01/2014,SCC:PCA:8582,10,TFL CC/LEZ CHARGE,Housing,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000326,Local Government [UK Only]
City of Westminster Council,24/01/2014,SCC:PCA:8583,300,THE HUBWORKING CEN,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,Small Company,,
City of Westminster Council,24/01/2014,SCC:PCA:8584,36.01,Trainline.com,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000549,Rail Companies
City of Westminster Council,24/01/2014,SCC:PCA:8585,36,W A PRODUCTS UK,Community Protection-Premises Management,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8586,7.14,WAITROSE 236,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8587,4.95,WASABI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8587,5.95,WASABI,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8588,2,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8588,0.4,WESTMINSTER PARKING PA,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8589,33.01,WWW.BAKERROSS.CO.UK,Childrens Services,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,V000000647,Toy Suppliers
City of Westminster Council,24/01/2014,SCC:PCA:8590,594,WWW.PPMA.ORG.UK,Human Resources,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,24/01/2014,SCC:PCA:8591,72,WWW.STERLINGEVENTS.CO.,CHIEF EXECUTIVES,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
City of Westminster Council,27/01/2014,SCC:PCA:8592,120.89,Amazon EU,Libraries & Culture,,Unknown PCARD Cost Centre,Unknown PCARD Subjective,,,
